CIP Title,SOC Title
Abdominal Radiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Abdominal Radiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Abdominal Radiology Fellowship Program.,Radiologists
Diagnostic Radiologic Physics Residency Program.,"Health Specialties Teachers, Postsecondary"
Diagnostic Radiologic Physics Residency Program.,Radiologists
Medical Nuclear Physics Residency Program.,"Health Specialties Teachers, Postsecondary"
Medical Nuclear Physics Residency Program.,Radiologists
Musculoskeletal Radiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Musculoskeletal Radiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Musculoskeletal Radiology Fellowship Program.,Radiologists
Neuroradiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Neuroradiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Neuroradiology Fellowship Program.,Radiologists
Nuclear Radiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Nuclear Radiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Nuclear Radiology Fellowship Program.,Radiologists
Pediatric Radiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Pediatric Radiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Pediatric Radiology Fellowship Program.,"Pediatricians, General"
Pediatric Radiology Fellowship Program.,Radiologists
Radiologic Physics Residency Program.,"Health Specialties Teachers, Postsecondary"
Radiologic Physics Residency Program.,Radiologists
Therapeutic Radiologic Physics Residency Program.,"Health Specialties Teachers, Postsecondary"
Therapeutic Radiologic Physics Residency Program.,Radiologists
Vascular and Interventional Radiology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Vascular and Interventional Radiology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Vascular and Interventional Radiology Fellowship Program.,Radiologists
"Radiology Residency/Fellowship Programs, Other.","Medical Scientists, Except Epidemiologists"
"Radiology Residency/Fellowship Programs, Other.","Health Specialties Teachers, Postsecondary"
"Radiology Residency/Fellowship Programs, Other.",Radiologists
General Surgery Residency Program.,"Health Specialties Teachers, Postsecondary"
General Surgery Residency Program.,"Surgeons, All Other"
Colon and Rectal Surgery Residency Program.,"Health Specialties Teachers, Postsecondary"
Colon and Rectal Surgery Residency Program.,"Surgeons, All Other"
Complex General Surgical Oncology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Complex General Surgical Oncology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Complex General Surgical Oncology Fellowship Program.,"Surgeons, All Other"
Congenital Cardiac Surgery Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Congenital Cardiac Surgery Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Congenital Cardiac Surgery Fellowship Program.,Pediatric Surgeons
Congenital Cardiac Surgery Fellowship Program.,"Surgeons, All Other"
Pediatric Surgery Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Pediatric Surgery Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Pediatric Surgery Fellowship Program.,Pediatric Surgeons
Surgical Critical Care Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Surgical Critical Care Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Surgical Critical Care Fellowship Program.,"Surgeons, All Other"
Thoracic Surgery Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Thoracic Surgery Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Thoracic Surgery Fellowship Program.,"Surgeons, All Other"
Vascular Surgery Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Vascular Surgery Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Vascular Surgery Fellowship Program.,"Surgeons, All Other"
"Surgery Residency/Fellowship Programs, Other.","Medical Scientists, Except Epidemiologists"
"Surgery Residency/Fellowship Programs, Other.","Health Specialties Teachers, Postsecondary"
"Surgery Residency/Fellowship Programs, Other.","Surgeons, All Other"
Urology Residency Program.,"Health Specialties Teachers, Postsecondary"
Urology Residency Program.,"Surgeons, All Other"
Pediatric Urology Fellowship Program.,"Medical Scientists, Except Epidemiologists"
Pediatric Urology Fellowship Program.,"Health Specialties Teachers, Postsecondary"
Pediatric Urology Fellowship Program.,Pediatric Surgeons
"Urology Residency/Fellowship Programs, Other.","Medical Scientists, Except Epidemiologists"
"Urology Residency/Fellowship Programs, Other.","Health Specialties Teachers, Postsecondary"
"Urology Residency/Fellowship Programs, Other.","Surgeons, All Other"
"Medical Residency/Fellowship Programs, Other.","Medical Scientists, Except Epidemiologists"
"Medical Residency/Fellowship Programs, Other.","Health Specialties Teachers, Postsecondary"
"Medical Residency/Fellowship Programs, Other.","Physicians, All Other"
"Medical Residency/Fellowship Programs, Other.","Surgeons, All Other"
NO MATCH,Farm Labor Contractors
NO MATCH,"Substitute Teachers, Short-Term"
NO MATCH,Tutors
NO MATCH,Floral Designers
NO MATCH,"Umpires, Referees, and Other Sports Officials"
NO MATCH,"Media and Communication Equipment Workers, All Other"
NO MATCH,Orderlies
NO MATCH,Pharmacy Aides
NO MATCH,Parking Enforcement Workers
NO MATCH,Animal Control Workers
NO MATCH,Crossing Guards and Flaggers
NO MATCH,Transportation Security Screeners
NO MATCH,School Bus Monitors
NO MATCH,"Protective Service Workers, All Other"
NO MATCH,"Cooks, Fast Food"
NO MATCH,"Cooks, Short Order"
NO MATCH,Food Preparation Workers
NO MATCH,Fast Food and Counter Workers
NO MATCH,Waiters and Waitresses
NO MATCH,"Food Servers, Nonrestaurant"
NO MATCH,Dining Room and Cafeteria Attendants and Bartender Helpers
NO MATCH,Dishwashers
NO MATCH,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
NO MATCH,"Food Preparation and Serving Related Workers, All Other"
NO MATCH,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
NO MATCH,Maids and Housekeeping Cleaners
NO MATCH,"Building Cleaning Workers, All Other"
NO MATCH,Pest Control Workers
NO MATCH,Tree Trimmers and Pruners
NO MATCH,"Grounds Maintenance Workers, All Other"
NO MATCH,Gambling and Sports Book Writers and Runners
NO MATCH,"Gambling Service Workers, All Other"
NO MATCH,Motion Picture Projectionists
NO MATCH,"Ushers, Lobby Attendants, and Ticket Takers"
NO MATCH,Amusement and Recreation Attendants
NO MATCH,"Locker Room, Coatroom, and Dressing Room Attendants"
NO MATCH,"Entertainment Attendants and Related Workers, All Other"
NO MATCH,Funeral Attendants
NO MATCH,Baggage Porters and Bellhops
NO MATCH,"Personal Care and Service Workers, All Other"
NO MATCH,Cashiers
NO MATCH,Gambling Change Persons and Booth Cashiers
NO MATCH,Counter and Rental Clerks
NO MATCH,Retail Salespersons
NO MATCH,Sales Engineers
NO MATCH,Telemarketers
NO MATCH,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
NO MATCH,"Switchboard Operators, Including Answering Service"
NO MATCH,Telephone Operators
NO MATCH,Billing and Posting Clerks
NO MATCH,"Financial Clerks, All Other"
NO MATCH,"Court, Municipal, and License Clerks"
NO MATCH,"Hotel, Motel, and Resort Desk Clerks"
NO MATCH,"Interviewers, Except Eligibility and Loan"
NO MATCH,"Library Assistants, Clerical"
NO MATCH,Reservation and Transportation Ticket Agents and Travel Clerks
NO MATCH,"Information and Record Clerks, All Other"
NO MATCH,Couriers and Messengers
NO MATCH,Public Safety Telecommunicators
NO MATCH,"Meter Readers, Utilities"
NO MATCH,Postal Service Clerks
NO MATCH,Postal Service Mail Carriers
NO MATCH,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
NO MATCH,"Shipping, Receiving, and Inventory Clerks"
NO MATCH,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
NO MATCH,"Mail Clerks and Mail Machine Operators, Except Postal Service"
NO MATCH,"Office Machine Operators, Except Computer"
NO MATCH,"Office and Administrative Support Workers, All Other"
NO MATCH,"Graders and Sorters, Agricultural Products"
NO MATCH,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
NO MATCH,"Agricultural Workers, All Other"
NO MATCH,Fallers
NO MATCH,Log Graders and Scalers
NO MATCH,"Logging Workers, All Other"
NO MATCH,Construction Laborers
NO MATCH,Tapers
NO MATCH,Pipelayers
NO MATCH,Plasterers and Stucco Masons
NO MATCH,Reinforcing Iron and Rebar Workers
NO MATCH,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
NO MATCH,Helpers--Carpenters
NO MATCH,Helpers--Electricians
NO MATCH,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
NO MATCH,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
NO MATCH,Helpers--Roofers
NO MATCH,"Helpers, Construction Trades, All Other"
NO MATCH,Fence Erectors
NO MATCH,Segmental Pavers
NO MATCH,"Construction and Related Workers, All Other"
NO MATCH,"Roof Bolters, Mining"
NO MATCH,"Loading and Moving Machine Operators, Underground Mining"
NO MATCH,"Rock Splitters, Quarry"
NO MATCH,"Roustabouts, Oil and Gas"
NO MATCH,Helpers--Extraction Workers
NO MATCH,Tire Repairers and Changers
NO MATCH,Mechanical Door Repairers
NO MATCH,"Coin, Vending, and Amusement Machine Servicers and Repairers"
NO MATCH,Riggers
NO MATCH,"Helpers--Installation, Maintenance, and Repair Workers"
NO MATCH,"Coil Winders, Tapers, and Finishers"
NO MATCH,Electrical and Electronic Equipment Assemblers
NO MATCH,Electromechanical Equipment Assemblers
NO MATCH,Fiberglass Laminators and Fabricators
NO MATCH,Team Assemblers
NO MATCH,"Assemblers and Fabricators, All Other"
NO MATCH,"Meat, Poultry, and Fish Cutters and Trimmers"
NO MATCH,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
NO MATCH,Food Cooking Machine Operators and Tenders
NO MATCH,"Food Processing Workers, All Other"
NO MATCH,Metal-Refining Furnace Operators and Tenders
NO MATCH,"Pourers and Casters, Metal"
NO MATCH,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
NO MATCH,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
NO MATCH,Print Binding and Finishing Workers
NO MATCH,Laundry and Dry-Cleaning Workers
NO MATCH,"Pressers, Textile, Garment, and Related Materials"
NO MATCH,Sewing Machine Operators
NO MATCH,"Sewers, Hand"
NO MATCH,"Tailors, Dressmakers, and Custom Sewers"
NO MATCH,Textile Bleaching and Dyeing Machine Operators and Tenders
NO MATCH,"Textile Cutting Machine Setters, Operators, and Tenders"
NO MATCH,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
NO MATCH,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
NO MATCH,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
NO MATCH,"Textile, Apparel, and Furnishings Workers, All Other"
NO MATCH,Power Distributors and Dispatchers
NO MATCH,Stationary Engineers and Boiler Operators
NO MATCH,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
NO MATCH,"Plant and System Operators, All Other"
NO MATCH,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
NO MATCH,"Grinding and Polishing Workers, Hand"
NO MATCH,"Mixing and Blending Machine Setters, Operators, and Tenders"
NO MATCH,"Cutters and Trimmers, Hand"
NO MATCH,"Cutting and Slicing Machine Setters, Operators, and Tenders"
NO MATCH,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
NO MATCH,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
NO MATCH,Packaging and Filling Machine Operators and Tenders
NO MATCH,"Painting, Coating, and Decorating Workers"
NO MATCH,Photographic Process Workers and Processing Machine Operators
NO MATCH,Adhesive Bonding Machine Operators and Tenders
NO MATCH,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
NO MATCH,Cooling and Freezing Equipment Operators and Tenders
NO MATCH,"Molders, Shapers, and Casters, Except Metal and Plastic"
NO MATCH,"Paper Goods Machine Setters, Operators, and Tenders"
NO MATCH,Tire Builders
NO MATCH,Helpers--Production Workers
NO MATCH,"Production Workers, All Other"
NO MATCH,Aircraft Cargo Handling Supervisors
NO MATCH,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
NO MATCH,Driver/Sales Workers
NO MATCH,Taxi Drivers
NO MATCH,"Motor Vehicle Operators, All Other"
NO MATCH,Sailors and Marine Oilers
NO MATCH,Bridge and Lock Tenders
NO MATCH,Parking Attendants
NO MATCH,Automotive and Watercraft Service Attendants
NO MATCH,Aircraft Service Attendants
NO MATCH,Transportation Inspectors
NO MATCH,Passenger Attendants
NO MATCH,"Transportation Workers, All Other"
NO MATCH,Conveyor Operators and Tenders
NO MATCH,Cleaners of Vehicles and Equipment
NO MATCH,"Laborers and Freight, Stock, and Material Movers, Hand"
NO MATCH,Machine Feeders and Offbearers
NO MATCH,"Packers and Packagers, Hand"
NO MATCH,Stockers and Order Fillers
NO MATCH,Gas Compressor and Gas Pumping Station Operators
NO MATCH,"Pump Operators, Except Wellhead Pumpers"
NO MATCH,Wellhead Pumpers
NO MATCH,Refuse and Recyclable Material Collectors
NO MATCH,"Tank Car, Truck, and Ship Loaders"
NO MATCH,Air Crew Officers
